comp_name,candidate_type,candidate_id,pdb_id_b,ab_chain_ids_b,ag_chain_ids_b,resolution_b,resolution_method_b,ab_pdb_id_u,ab_chain_ids_u,ab_resolution_u,ab_resolution_method_u,ag_pdb_id_u,ag_chain_ids_u,ag_resolution_u,ag_resolution_method_u,ab_mismatches_cnt,ag_mismatches_cnt,small_molecules_message
1fe8_H+L-A,B:U,3,1fe8,H+L,A,2,X-ray,1fe8,H+L,2,X-ray,1AO3,B,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5vxl_B-A,B:U,0,5vxl,B,A,2,X-ray,5vxl,B,2,X-ray,3R9V,A,1,X-ray,0,0,NA
5vxl_B-A,B:U,1,5vxl,B,A,2,X-ray,5vxl,B,2,X-ray,3R9V,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4nc0_B-A,B:U,0,4nc0,B,A,2,X-ray,4nc0,B,2,X-ray,2G7C,A,2,X-ray,0,0,NA
4nc0_B-A,B:U,1,4nc0,B,A,2,X-ray,4nc0,B,2,X-ray,2G7C,B,2,X-ray,0,0,NA
4pou_B-A,B:U,0,4pou,B,A,1,X-ray,4pou,B,1,X-ray,8RAT,A,1,X-ray,0,0,NA
4pou_B-A,B:U,1,4pou,B,A,1,X-ray,4pou,B,1,X-ray,6ETL,A,0,X-ray,0,0,NA
4pou_B-A,B:U,2,4pou,B,A,1,X-ray,4pou,B,1,X-ray,6ETM,A,0,X-ray,0,0,NA
4pou_B-A,B:U,3,4pou,B,A,1,X-ray,4pou,B,1,X-ray,7RSA,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4pou_B-A,B:U,4,4pou,B,A,1,X-ray,4pou,B,1,X-ray,6ETK,A,0,X-ray,0,0,NA
1bzq_M-C,B:U,0,1bzq,M,C,2,X-ray,1bzq,M,2,X-ray,8RAT,A,1,X-ray,0,0,NA
1bzq_M-C,B:U,1,1bzq,M,C,2,X-ray,1bzq,M,2,X-ray,6ETL,A,0,X-ray,0,0,NA
1bzq_M-C,B:U,2,1bzq,M,C,2,X-ray,1bzq,M,2,X-ray,6ETM,A,0,X-ray,0,0,NA
1bzq_M-C,B:U,3,1bzq,M,C,2,X-ray,1bzq,M,2,X-ray,7RSA,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
1bzq_M-C,B:U,4,1bzq,M,C,2,X-ray,1bzq,M,2,X-ray,6ETK,A,0,X-ray,0,0,NA
3jbq_h+l-B,B:U,0,3jbq,h+l,B,11,EM,3jbq,h+l,11,EM,3JWQ,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3jbq_h+l-B,B:U,1,3jbq,h+l,B,11,EM,3jbq,h+l,11,EM,3JWQ,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3jbq_h+l-B,B:U,2,3jbq,h+l,B,11,EM,3jbq,h+l,11,EM,3JWQ,C,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3jbq_h+l-B,B:U,3,3jbq,h+l,B,11,EM,3jbq,h+l,11,EM,3JWQ,D,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6jb2_A-B,B:U,0,6jb2,A,B,1,X-ray,6jb2,A,1,X-ray,7BYP,A,1,X-ray,0,0,NA
6jb2_A-B,B:U,1,6jb2,A,B,1,X-ray,6jb2,A,1,X-ray,7CDO,A,1,X-ray,0,0,NA
6jb2_A-B,B:U,2,6jb2,A,B,1,X-ray,6jb2,A,1,X-ray,7CDM,A,1,X-ray,0,0,NA
3w2d_H+L-A,B:U,0,3w2d,H+L,A,3,X-ray,3w2d,H+L,3,X-ray,3SEB,A,1,X-ray,0,0,NA
3w2d_H+L-A,B:U,1,3w2d,H+L,A,3,X-ray,3w2d,H+L,3,X-ray,1SE3,A,2,X-ray,0,0,NA
3w2d_H+L-A,B:U,2,3w2d,H+L,A,3,X-ray,3w2d,H+L,3,X-ray,1SE4,A,1,X-ray,0,0,NA
6svl_G+I-J,B:U,0,6svl,G+I,J,1,X-ray,6svl,G+I,1,X-ray,6O6W,A,100,UNKNOWN,0,0,NA
6svl_G+I-J,B:U,1,6svl,G+I,J,1,X-ray,6svl,G+I,1,X-ray,6SVK,A,1,X-ray,0,0,NA
6svl_G+I-J,B:U,2,6svl,G+I,J,1,X-ray,6svl,G+I,1,X-ray,6SVK,B,1,X-ray,0,0,NA
1op9_A-B,B:U,0,1op9,A,B,1,X-ray,1op9,A,1,X-ray,3FE0,A,1,X-ray,0,0,NA
1op9_A-B,B:U,1,1op9,A,B,1,X-ray,1op9,A,1,X-ray,6LFH,X,1,X-ray,0,0,NA
1op9_A-B,B:U,2,1op9,A,B,1,X-ray,1op9,A,1,X-ray,2ZIJ,A,1,X-ray,0,0,NA
1op9_A-B,B:U,3,1op9,A,B,1,X-ray,1op9,A,1,X-ray,2NWD,X,1,X-ray,0,0,NA
1op9_A-B,B:U,4,1op9,A,B,1,X-ray,1op9,A,1,X-ray,5LSH,A,1,X-ray,0,0,NA
4cdg_D-B,B:U,0,4cdg,D,B,2,X-ray,4cdg,D,2,X-ray,2MH9,A,100,UNKNOWN,0,0,NA
6cwg_B-A,U:U,0,6cwg,B,A,2,X-ray,6CWK,A,1,X-ray,4HUO,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6cwg_B-A,U:U,1,6cwg,B,A,2,X-ray,6CWK,A,1,X-ray,6URX,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6cwg_B-A,U:U,2,6cwg,B,A,2,X-ray,6CWK,A,1,X-ray,4HV7,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6cwg_B-A,U:U,3,6cwg,B,A,2,X-ray,6CWK,A,1,X-ray,4MX5,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6cwg_B-A,U:U,4,6cwg,B,A,2,X-ray,6CWK,A,1,X-ray,6URY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6cwg_B-A,U:U,5,6cwg,B,A,2,X-ray,6CWK,A,1,X-ray,6URY,B,1,X-ray,0,0,NA
3opz_H+L-A,B:U,0,3opz,H+L,A,3,X-ray,3opz,H+L,3,X-ray,1MS1,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3opz_H+L-A,B:U,1,3opz,H+L,A,3,X-ray,3opz,H+L,3,X-ray,1MS1,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3opz_H+L-A,B:U,2,3opz,H+L,A,3,X-ray,3opz,H+L,3,X-ray,2AH2,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3opz_H+L-A,B:U,3,3opz,H+L,A,3,X-ray,3opz,H+L,3,X-ray,1MS9,A,1,X-ray,0,0,NA
3opz_H+L-A,B:U,4,3opz,H+L,A,3,X-ray,3opz,H+L,3,X-ray,1MS9,B,1,X-ray,0,0,NA
3opz_H+L-A,B:U,5,3opz,H+L,A,3,X-ray,3opz,H+L,3,X-ray,1MS3,A,1,X-ray,0,0,NA
3opz_H+L-A,B:U,6,3opz,H+L,A,3,X-ray,3opz,H+L,3,X-ray,1MS3,B,1,X-ray,0,0,NA
3opz_H+L-A,B:U,7,3opz,H+L,A,3,X-ray,3opz,H+L,3,X-ray,3B69,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
1g7h_B+A-C,B:U,0,1g7h,B+A,C,1,X-ray,1g7h,B+A,1,X-ray,7BYP,A,1,X-ray,0,0,NA
1g7h_B+A-C,B:U,1,1g7h,B+A,C,1,X-ray,1g7h,B+A,1,X-ray,7CDO,A,1,X-ray,0,0,NA
1g7h_B+A-C,B:U,2,1g7h,B+A,C,1,X-ray,1g7h,B+A,1,X-ray,7CDM,A,1,X-ray,0,0,NA
4ydl_B+C-A,B:U,0,4ydl,B+C,A,1,X-ray,4ydl,B+C,1,X-ray,3TGT,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4k9e_H+L-C,B:U,0,4k9e,H+L,C,2,X-ray,4k9e,H+L,2,X-ray,2EC8,A,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6r8x_C+B-A,B:U,0,6r8x,C+B,A,2,X-ray,6r8x,C+B,2,X-ray,6VLV,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6r8x_C+B-A,B:U,1,6r8x,C+B,A,2,X-ray,6r8x,C+B,2,X-ray,6USY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6r8x_C+B-A,B:U,2,6r8x,C+B,A,2,X-ray,6r8x,C+B,2,X-ray,6VLU,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6r8x_C+B-A,B:U,3,6r8x,C+B,A,2,X-ray,6r8x,C+B,2,X-ray,7MBO,A,0,X-ray,0,0,small molecules with n_atoms > 15 detected
6r8x_C+B-A,B:U,4,6r8x,C+B,A,2,X-ray,6r8x,C+B,2,X-ray,6TS5,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5ush_D+E-A,B:U,0,5ush,D+E,A,2,X-ray,5ush,D+E,2,X-ray,4E9O,X,1,X-ray,0,0,NA
3pnw_Q+P-R,B:U,0,3pnw,Q+P,R,2,X-ray,3pnw,Q+P,2,X-ray,3S6W,A,1,X-ray,0,0,NA
1mlc_D+C-F,U:U,0,1mlc,D+C,F,2,X-ray,1MLB,B+A,2,X-ray,7BYP,A,1,X-ray,0,0,NA
1mlc_D+C-F,U:U,1,1mlc,D+C,F,2,X-ray,1MLB,B+A,2,X-ray,7CDO,A,1,X-ray,0,0,NA
1mlc_D+C-F,U:U,2,1mlc,D+C,F,2,X-ray,1MLB,B+A,2,X-ray,7CDM,A,1,X-ray,0,0,NA
6ayz_R+C-M,B:U,0,6ayz,R+C,M,2,X-ray,6ayz,R+C,2,X-ray,2IDC,A,2,X-ray,0,0,NA
6ayz_R+C-M,B:U,1,6ayz,R+C,M,2,X-ray,6ayz,R+C,2,X-ray,1WG3,A,3,X-ray,0,0,NA
6ayz_R+C-M,B:U,2,6ayz,R+C,M,2,X-ray,6ayz,R+C,2,X-ray,1ROC,A,1,X-ray,0,0,NA
1jto_B-M,B:U,0,1jto,B,M,2,X-ray,1jto,B,2,X-ray,7BYP,A,1,X-ray,0,0,NA
1jto_B-M,B:U,1,1jto,B,M,2,X-ray,1jto,B,2,X-ray,7CDO,A,1,X-ray,0,0,NA
1jto_B-M,B:U,2,1jto,B,M,2,X-ray,1jto,B,2,X-ray,7CDM,A,1,X-ray,0,0,NA
4g6j_H+L-A,U:U,0,4g6j,H+L,A,2,X-ray,4G5Z,H+L,1,X-ray,5R7W,A,1,X-ray,0,0,NA
4g6j_H+L-A,U:U,1,4g6j,H+L,A,2,X-ray,4G5Z,H+L,1,X-ray,5R8F,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4g6j_H+L-A,U:U,2,4g6j,H+L,A,2,X-ray,4G5Z,H+L,1,X-ray,5R8P,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4g6j_H+L-A,U:U,3,4g6j,H+L,A,2,X-ray,4G5Z,H+L,1,X-ray,6Y8M,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4g6j_H+L-A,U:U,4,4g6j,H+L,A,2,X-ray,4G5Z,H+L,1,X-ray,6Y8I,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5usl_H+L-X,B:U,0,5usl,H+L,X,2,X-ray,5usl,H+L,2,X-ray,4E9O,X,1,X-ray,0,0,NA
4n9o_B-A,B:U,0,4n9o,B,A,1,X-ray,4n9o,B,1,X-ray,5L6R,A,100,UNKNOWN,0,0,NA
4n9o_B-A,B:U,1,4n9o,B,A,1,X-ray,4n9o,B,1,X-ray,6DU9,A,2,X-ray,0,0,NA
4n9o_B-A,B:U,2,4n9o,B,A,1,X-ray,4n9o,B,1,X-ray,5YJ5,A,100,UNKNOWN,0,0,NA
4lhq_D-C,B:U,0,4lhq,D,C,2,X-ray,4lhq,D,2,X-ray,4HUO,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4lhq_D-C,B:U,1,4lhq,D,C,2,X-ray,4lhq,D,2,X-ray,6URX,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4lhq_D-C,B:U,2,4lhq,D,C,2,X-ray,4lhq,D,2,X-ray,4HV7,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4lhq_D-C,B:U,3,4lhq,D,C,2,X-ray,4lhq,D,2,X-ray,4MX5,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4lhq_D-C,B:U,4,4lhq,D,C,2,X-ray,4lhq,D,2,X-ray,6URY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4lhq_D-C,B:U,5,4lhq,D,C,2,X-ray,4lhq,D,2,X-ray,6URY,B,1,X-ray,0,0,NA
3jab_H+L-C,U:U,0,3jab,H+L,C,11,EM,12E8,H+H,1,X-ray,3JWQ,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3jab_H+L-C,U:U,1,3jab,H+L,C,11,EM,12E8,P+P,1,X-ray,3JWQ,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3jab_H+L-C,U:U,2,3jab,H+L,C,11,EM,12E8,H+H,1,X-ray,3JWQ,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3jab_H+L-C,U:U,3,3jab,H+L,C,11,EM,12E8,P+P,1,X-ray,3JWQ,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3jab_H+L-C,U:U,4,3jab,H+L,C,11,EM,12E8,H+H,1,X-ray,3JWQ,C,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3jab_H+L-C,U:U,5,3jab,H+L,C,11,EM,12E8,P+P,1,X-ray,3JWQ,C,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3jab_H+L-C,U:U,6,3jab,H+L,C,11,EM,12E8,H+H,1,X-ray,3JWQ,D,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3jab_H+L-C,U:U,7,3jab,H+L,C,11,EM,12E8,P+P,1,X-ray,3JWQ,D,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_F+G-E,B:U,0,5utz,F+G,E,2,X-ray,5utz,F+G,2,X-ray,1PW6,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_F+G-E,B:U,1,5utz,F+G,E,2,X-ray,5utz,F+G,2,X-ray,1PW6,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_F+G-E,B:U,2,5utz,F+G,E,2,X-ray,5utz,F+G,2,X-ray,1M4C,A,2,X-ray,0,0,NA
5utz_F+G-E,B:U,3,5utz,F+G,E,2,X-ray,5utz,F+G,2,X-ray,1M4C,B,2,X-ray,0,0,NA
5utz_F+G-E,B:U,4,5utz,F+G,E,2,X-ray,5utz,F+G,2,X-ray,1M49,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_F+G-E,B:U,5,5utz,F+G,E,2,X-ray,5utz,F+G,2,X-ray,1M49,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_F+G-E,B:U,6,5utz,F+G,E,2,X-ray,5utz,F+G,2,X-ray,1M47,A,1,X-ray,0,0,NA
5utz_F+G-E,B:U,7,5utz,F+G,E,2,X-ray,5utz,F+G,2,X-ray,1M48,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5utz_F+G-E,B:U,8,5utz,F+G,E,2,X-ray,5utz,F+G,2,X-ray,1M48,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
3ld8_C+B-A,B:U,0,3ld8,C+B,A,2,X-ray,3ld8,C+B,2,X-ray,6MEV,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3ld8_C+B-A,B:U,1,3ld8,C+B,A,2,X-ray,3ld8,C+B,2,X-ray,6MEV,B,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3ld8_C+B-A,B:U,2,3ld8,C+B,A,2,X-ray,3ld8,C+B,2,X-ray,6MEV,C,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3ld8_C+B-A,B:U,3,3ld8,C+B,A,2,X-ray,3ld8,C+B,2,X-ray,6MEV,D,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3ld8_C+B-A,B:U,4,3ld8,C+B,A,2,X-ray,3ld8,C+B,2,X-ray,6MEV,E,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3ld8_C+B-A,B:U,5,3ld8,C+B,A,2,X-ray,3ld8,C+B,2,X-ray,6MEV,F,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3ld8_C+B-A,B:U,6,3ld8,C+B,A,2,X-ray,3ld8,C+B,2,X-ray,6MEV,G,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3ld8_C+B-A,B:U,7,3ld8,C+B,A,2,X-ray,3ld8,C+B,2,X-ray,6MEV,H,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3mxw_H+L-A,U:U,0,3mxw,H+L,A,1,X-ray,3MXV,H+L,1,X-ray,3M1N,A,1,X-ray,0,0,NA
3mxw_H+L-A,U:U,1,3mxw,H+L,A,1,X-ray,3MXV,H+L,1,X-ray,3M1N,B,1,X-ray,0,0,NA
3mxw_H+L-A,U:U,2,3mxw,H+L,A,1,X-ray,3MXV,H+L,1,X-ray,6PJV,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4grw_E-D,B:U,0,4grw,E,D,2,X-ray,4grw,E,2,X-ray,1F42,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
7d8b_B-A,B:U,0,7d8b,B,A,2,X-ray,7d8b,B,2,X-ray,7MEU,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7d8b_B-A,B:U,1,7d8b,B,A,2,X-ray,7d8b,B,2,X-ray,7MEU,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7d8b_B-A,B:U,2,7d8b,B,A,2,X-ray,7d8b,B,2,X-ray,4TPW,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7d8b_B-A,B:U,3,7d8b,B,A,2,X-ray,7d8b,B,2,X-ray,4TPW,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7d8b_B-A,B:U,4,7d8b,B,A,2,X-ray,7d8b,B,2,X-ray,4TQC,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7d8b_B-A,B:U,5,7d8b,B,A,2,X-ray,7d8b,B,2,X-ray,4TQC,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7d8b_B-A,B:U,6,7d8b,B,A,2,X-ray,7d8b,B,2,X-ray,4TQB,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7d8b_B-A,B:U,7,7d8b,B,A,2,X-ray,7d8b,B,2,X-ray,4TQB,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7d8b_B-A,B:U,8,7d8b,B,A,2,X-ray,7d8b,B,2,X-ray,4DUM,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5vig_H+L-Z,B:U,0,5vig,H+L,Z,3,X-ray,5vig,H+L,3,X-ray,5OMZ,A,100,UNKNOWN,0,0,NA
3ulv_H+L-A,U:U,0,3ulv,H+L,A,3,X-ray,3NA9,H+L,1,X-ray,1ZIW,A,2,X-ray,0,4,small molecules with 7 < n_atoms <= 15 detected
3ulv_H+L-A,U:U,1,3ulv,H+L,A,3,X-ray,3NA9,H+L,1,X-ray,2A0Z,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6vmk_Z+Y-a,B:U,0,6vmk,Z+Y,a,3,X-ray,6vmk,Z+Y,3,X-ray,6FTY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6vmk_Z+Y-a,B:U,1,6vmk,Z+Y,a,3,X-ray,6vmk,Z+Y,3,X-ray,6FUT,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6vmk_Z+Y-a,B:U,2,6vmk,Z+Y,a,3,X-ray,6vmk,Z+Y,3,X-ray,6FUI,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6vmk_Z+Y-a,B:U,3,6vmk,Z+Y,a,3,X-ray,6vmk,Z+Y,3,X-ray,6QMT,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6vmk_Z+Y-a,B:U,4,6vmk,Z+Y,a,3,X-ray,6vmk,Z+Y,3,X-ray,6QMT,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6vmk_Z+Y-a,B:U,5,6vmk,Z+Y,a,3,X-ray,6vmk,Z+Y,3,X-ray,6FUH,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5x8m_B+C-A,B:U,0,5x8m,B+C,A,2,X-ray,5x8m,B+C,2,X-ray,5C3T,A,1,X-ray,0,5,NA
4xx1_M+O-J,B:U,0,4xx1,M+O,J,3,X-ray,4xx1,M+O,3,X-ray,4X96,A,8,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4xx1_M+O-J,B:U,1,4xx1,M+O,J,3,X-ray,4xx1,M+O,3,X-ray,4X96,B,8,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4xx1_M+O-J,B:U,2,4xx1,M+O,J,3,X-ray,4xx1,M+O,3,X-ray,4X96,C,8,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4xx1_M+O-J,B:U,3,4xx1,M+O,J,3,X-ray,4xx1,M+O,3,X-ray,4X96,D,8,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4xx1_M+O-J,B:U,4,4xx1,M+O,J,3,X-ray,4xx1,M+O,3,X-ray,5TXF,A,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4xx1_M+O-J,B:U,5,4xx1,M+O,J,3,X-ray,4xx1,M+O,3,X-ray,5TXF,B,3,X-ray,0,0,NA
4xx1_M+O-J,B:U,6,4xx1,M+O,J,3,X-ray,4xx1,M+O,3,X-ray,5TXF,C,3,X-ray,0,0,NA
4xx1_M+O-J,B:U,7,4xx1,M+O,J,3,X-ray,4xx1,M+O,3,X-ray,5TXF,D,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4xx1_M+O-J,B:U,8,4xx1,M+O,J,3,X-ray,4xx1,M+O,3,X-ray,6MVD,A,3,X-ray,0,0,small molecules with n_atoms > 15 detected
4xx1_M+O-J,B:U,9,4xx1,M+O,J,3,X-ray,4xx1,M+O,3,X-ray,6MVD,B,3,X-ray,0,0,small molecules with n_atoms > 15 detected
6war_H-G,B:U,0,6war,H,G,3,X-ray,6war,H,3,X-ray,4ZPW,R,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6war_H-G,B:U,1,6war,H,G,3,X-ray,6war,H,3,X-ray,4ZPW,S,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3p0g_B-A,B:U,0,3p0g,B,A,3,X-ray,3p0g,B,3,X-ray,6OBA,A,3,X-ray,0,0,small molecules with n_atoms > 15 detected
3p0g_B-A,B:U,1,3p0g,B,A,3,X-ray,3p0g,B,3,X-ray,5D6L,A,3,X-ray,0,0,small molecules with n_atoms > 15 detected
3p0g_B-A,B:U,2,3p0g,B,A,3,X-ray,3p0g,B,3,X-ray,5D5A,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3p0g_B-A,B:U,3,3p0g,B,A,3,X-ray,3p0g,B,3,X-ray,2RH1,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3p0g_B-A,B:U,4,3p0g,B,A,3,X-ray,3p0g,B,3,X-ray,5X7D,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5c7x_H+L-A,U:U,0,5c7x,H+L,A,2,X-ray,5D7S,H+L,1,X-ray,2GMF,A,2,X-ray,0,0,NA
5c7x_H+L-A,U:U,1,5c7x,H+L,A,2,X-ray,5D7S,H+L,1,X-ray,2GMF,B,2,X-ray,0,0,NA
5vkd_H+L-A,B:U,0,5vkd,H+L,A,1,X-ray,5vkd,H+L,1,X-ray,5DSD,A,2,X-ray,0,0,NA
5j56_B-A,B:U,0,5j56,B,A,1,X-ray,5j56,B,1,X-ray,4HUO,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5j56_B-A,B:U,1,5j56,B,A,1,X-ray,5j56,B,1,X-ray,6URX,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5j56_B-A,B:U,2,5j56,B,A,1,X-ray,5j56,B,1,X-ray,4HV7,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5j56_B-A,B:U,3,5j56,B,A,1,X-ray,5j56,B,1,X-ray,4MX5,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5j56_B-A,B:U,4,5j56,B,A,1,X-ray,5j56,B,1,X-ray,6URY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5j56_B-A,B:U,5,5j56,B,A,1,X-ray,5j56,B,1,X-ray,6URY,B,1,X-ray,0,0,NA
2p46_B-A,B:U,0,2p46,B,A,2,X-ray,2p46,B,2,X-ray,8RAT,A,1,X-ray,0,0,NA
2p46_B-A,B:U,1,2p46,B,A,2,X-ray,2p46,B,2,X-ray,6ETL,A,0,X-ray,0,0,NA
2p46_B-A,B:U,2,2p46,B,A,2,X-ray,2p46,B,2,X-ray,6ETM,A,0,X-ray,0,0,NA
2p46_B-A,B:U,3,2p46,B,A,2,X-ray,2p46,B,2,X-ray,7RSA,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
2p46_B-A,B:U,4,2p46,B,A,2,X-ray,2p46,B,2,X-ray,6ETK,A,0,X-ray,0,0,NA
3a6c_H+L-Y,B:U,0,3a6c,H+L,Y,1,X-ray,3a6c,H+L,1,X-ray,7BYP,A,1,X-ray,0,0,NA
3a6c_H+L-Y,B:U,1,3a6c,H+L,Y,1,X-ray,3a6c,H+L,1,X-ray,7CDO,A,1,X-ray,0,0,NA
3a6c_H+L-Y,B:U,2,3a6c,H+L,Y,1,X-ray,3a6c,H+L,1,X-ray,7CDM,A,1,X-ray,0,0,NA
6gwn_B-A,B:U,0,6gwn,B,A,2,X-ray,6gwn,B,2,X-ray,3Q02,A,2,X-ray,0,0,NA
6gwn_B-A,B:U,1,6gwn,B,A,2,X-ray,6gwn,B,2,X-ray,3Q02,B,2,X-ray,0,0,NA
6gwn_B-A,B:U,2,6gwn,B,A,2,X-ray,6gwn,B,2,X-ray,3Q03,A,2,X-ray,0,0,NA
6gwn_B-A,B:U,3,6gwn,B,A,2,X-ray,6gwn,B,2,X-ray,3Q03,B,2,X-ray,0,0,NA
2yss_B+A-C,B:U,0,2yss,B+A,C,2,X-ray,2yss,B+A,2,X-ray,7BYP,A,1,X-ray,0,0,NA
2yss_B+A-C,B:U,1,2yss,B+A,C,2,X-ray,2yss,B+A,2,X-ray,7CDO,A,1,X-ray,0,0,NA
2yss_B+A-C,B:U,2,2yss,B+A,C,2,X-ray,2yss,B+A,2,X-ray,7CDM,A,1,X-ray,0,0,NA
1z3g_I+M-B,B:U,0,1z3g,I+M,B,3,X-ray,1z3g,I+M,3,X-ray,1Z27,A,2,X-ray,0,0,NA
5kvf_H+L-E,B:U,0,5kvf,H+L,E,1,X-ray,5kvf,H+L,1,X-ray,5OMZ,A,100,UNKNOWN,0,0,small molecules with 7 < n_atoms <= 15 detected
7lfa_H+L-C,B:U,0,7lfa,H+L,C,1,X-ray,7lfa,H+L,1,X-ray,7L6K,A,100,UNKNOWN,0,0,small molecules with 7 < n_atoms <= 15 detected
5w4l_B+C-A,B:U,0,5w4l,B+C,A,2,X-ray,5w4l,B+C,2,X-ray,4DKO,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5w4l_B+C-A,B:U,1,5w4l,B+C,A,2,X-ray,5w4l,B+C,2,X-ray,4DKO,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
